"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	337903
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	353324
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	363289
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	379443
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	386485
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	393526
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	400978
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	415856
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	430498
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	447585
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	452946
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	451265
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	460249
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	468975
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	464137
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	474809
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	478294
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	471805
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	489586
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	483413
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	480049
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	476118
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	471420
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	503762
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	508149
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	515810
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	545193
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	556220
	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	569417
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	40189
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	43857
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	44213
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	42398
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	48225
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	47435
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	47550
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	46567
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	47731
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	48464
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	51097
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	57356
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	53741
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	55613
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	56621
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	57779
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	61259
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	60485
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	60766
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	61182
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	60873
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	63978
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	62162
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	64123
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	66777
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	67414
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	71944
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	73340
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	73169
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	76694
	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	77249
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	510314
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	519546
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	532196
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	541481
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	562573
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	567308
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	580614
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	581102
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	583173
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	592356
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	595502
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	639479
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	653899
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	657909
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	648060
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	663310
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	667855
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	648133
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	650255
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	647297
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	628203
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	642358
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	625994
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	614095
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	604681
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	591727
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	632025
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	629438
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	635816
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	668001
	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	673579
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	21497
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	23257
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	22384
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	22638
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	24199
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	23618
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	23633
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	23461
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	24262
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	25009
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	27034
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	29904
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	28560
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	29811
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	30296
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	30924
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	32180
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	32270
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	32507
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	32700
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	33013
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	35675
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	34880
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	36493
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	38683
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	39462
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	42492
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	43785
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	44086
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	46226
	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	47584
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	280293
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	285782
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	293474
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	306524
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	319696
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	328770
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	342467
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	348195
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	354209
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	360146
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	367541
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	397999
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	414893
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	420883
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	420225
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	429828
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	439505
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	435883
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	446955
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	451353
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	444794
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	459436
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	454454
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	450785
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	448178
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	442895
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	474472
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	478468
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	485726
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	514019
	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	522563
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	36850
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	36863
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	40306
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	40750
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	39176
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	44674
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	44005
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	44163
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	43303
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	44489
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	46020
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	47552
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	53322
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	49915
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	51606
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	52557
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	53654
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	56950
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	56191
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	56461
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	57061
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	57750
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	60801
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	59000
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	61025
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	63482
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	64181
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	68491
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	69822
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	69708
	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	72882
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	473059
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	480455
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	489336
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	501863
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	510656
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	531832
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	536560
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	549673
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	550932
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	553884
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	570291
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	560962
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	602600
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	616840
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	620232
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	611593
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	626997
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	631554
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	612887
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	615363
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	612972
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	597118
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	611642
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	595169
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	585206
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	575149
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	563821
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	601993
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	599534
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	606152
	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	635060
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	18928
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	19115
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	20690
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	19945
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	20130
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	21554
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	21087
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	21243
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	21040
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	21864
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	22790
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	24263
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	26816
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	25646
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	26767
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	27273
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	27876
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	29077
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	29178
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	29430
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	29789
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	30562
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	33150
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	32324
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	33938
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	35977
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	36758
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	39543
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	40764
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	41082
	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	42888
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	249322
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	255493
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	261058
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	269102
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	281745
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	295415
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	304610
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	318401
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	325084
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	331775
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	341302
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	336552
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	364412
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	380506
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	385729
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	385851
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	395194
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	404315
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	401020
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	411547
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	416515
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	414221
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	428834
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	423571
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	421253
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	418176
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	414055
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	443580
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	447382
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	454706
	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	479272
	"83 years"	"83"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	33673
	"83 years"	"83"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	34684
	"83 years"	"83"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	34840
	"83 years"	"83"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	38030
	"83 years"	"83"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	38403
